                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                 2.6799,                  2.265,                 2.2853,                0.41251,                0.54545,                  0.481,                0.16714,                 1.9178,                 2.6591,                 2.6191,              0.0004556,              0.0004556,              0.0004556
                    159,                 2.4321,                 2.6772,                 2.9295,                0.41251,                0.54545,                  0.481,                0.16714,                 1.9178,                 2.6591,                 2.6191,              0.0004457,              0.0004457,              0.0004457
                    160,                 2.4474,                 2.6092,                 2.8211,                0.41251,                0.54545,                  0.481,                0.16714,                 1.9178,                 2.6591,                 2.6191,              0.0004358,              0.0004358,              0.0004358
                    161,                 2.4321,                 2.8359,                 3.0486,                0.41251,                0.54545,                  0.481,                0.16714,                 1.9178,                 2.6591,                 2.6191,              0.0004259,              0.0004259,              0.0004259
                    162,                 2.7187,                 2.4589,                 2.6435,                 0.3699,                0.72727,                0.48866,                0.19639,                 1.8821,                 2.8324,                 2.5646,               0.000416,               0.000416,               0.000416
                    163,                 2.4735,                 2.5945,                 2.6018,                 0.3699,                0.72727,                0.48866,                0.19639,                 1.8821,                 2.8324,                 2.5646,              0.0004061,              0.0004061,              0.0004061
                    164,                 2.4003,                 2.2538,                 2.5583,                 0.3699,                0.72727,                0.48866,                0.19639,                 1.8821,                 2.8324,                 2.5646,              0.0003962,              0.0003962,              0.0003962
                    165,                 2.2054,                 2.6818,                 2.4495,                 0.3699,                0.72727,                0.48866,                0.19639,                 1.8821,                 2.8324,                 2.5646,              0.0003863,              0.0003863,              0.0003863
                    166,                 2.5562,                 2.3626,                 2.3975,                0.39854,                0.54545,                0.49967,                0.22231,                 1.7993,                 3.2939,                 2.5173,              0.0003764,              0.0003764,              0.0003764
                    167,                 2.4513,                 2.7678,                 2.4232,                0.39854,                0.54545,                0.49967,                0.22231,                 1.7993,                 3.2939,                 2.5173,              0.0003665,              0.0003665,              0.0003665
                    168,                  2.566,                 2.7702,                 3.1359,                0.39854,                0.54545,                0.49967,                0.22231,                 1.7993,                 3.2939,                 2.5173,              0.0003566,              0.0003566,              0.0003566
                    169,                 2.4707,                 3.1584,                 2.4744,                0.39854,                0.54545,                0.49967,                0.22231,                 1.7993,                 3.2939,                 2.5173,              0.0003467,              0.0003467,              0.0003467
                    170,                 2.1989,                 3.0001,                      3,                0.41101,                0.72727,                0.52975,                0.23196,                 1.8482,                 3.1894,                 2.5222,              0.0003368,              0.0003368,              0.0003368
                    171,                  2.317,                 2.9043,                 2.7904,                0.41101,                0.72727,                0.52975,                0.23196,                 1.8482,                 3.1894,                 2.5222,              0.0003269,              0.0003269,              0.0003269
                    172,                 2.4101,                 2.5023,                 2.3824,                0.41101,                0.72727,                0.52975,                0.23196,                 1.8482,                 3.1894,                 2.5222,               0.000317,               0.000317,               0.000317
                    173,                  2.402,                 2.6657,                  2.463,                0.41101,                0.72727,                0.52975,                0.23196,                 1.8482,                 3.1894,                 2.5222,              0.0003071,              0.0003071,              0.0003071
                    174,                 2.1916,                 2.2511,                 2.1212,                0.40307,                0.72727,                0.58538,                0.28873,                 1.8535,                  2.979,                  2.513,              0.0002972,              0.0002972,              0.0002972
                    175,                 2.1643,                  2.556,                 2.1978,                0.40307,                0.72727,                0.58538,                0.28873,                 1.8535,                  2.979,                  2.513,              0.0002873,              0.0002873,              0.0002873
                    176,                 2.1643,                 2.9225,                  2.468,                0.40307,                0.72727,                0.58538,                0.28873,                 1.8535,                  2.979,                  2.513,              0.0002774,              0.0002774,              0.0002774
                    177,                  2.148,                  2.557,                 2.4094,                0.40307,                0.72727,                0.58538,                0.28873,                 1.8535,                  2.979,                  2.513,              0.0002675,              0.0002675,              0.0002675
                    178,                 2.3673,                 2.3973,                 2.4059,                0.45444,                0.90872,                0.61953,                0.29406,                  1.826,                 2.6931,                 2.5076,              0.0002576,              0.0002576,              0.0002576
                    179,                 2.3829,                 2.6912,                  2.608,                0.45444,                0.90872,                0.61953,                0.29406,                  1.826,                 2.6931,                 2.5076,              0.0002477,              0.0002477,              0.0002477
                    180,                 2.2362,                 2.5839,                 2.4062,                0.45444,                0.90872,                0.61953,                0.29406,                  1.826,                 2.6931,                 2.5076,              0.0002378,              0.0002378,              0.0002378
                    181,                 2.5751,                 2.9491,                 2.9621,                0.45444,                0.90872,                0.61953,                0.29406,                  1.826,                 2.6931,                 2.5076,              0.0002279,              0.0002279,              0.0002279
                    182,                 2.4309,                 2.5042,                 2.6621,                0.46846,                0.72727,                0.65129,                0.31267,                 1.8219,                 2.5329,                 2.4957,               0.000218,               0.000218,               0.000218
                    183,                 2.5155,                 2.1802,                 2.4333,                0.46846,                0.72727,                0.65129,                0.31267,                 1.8219,                 2.5329,                 2.4957,              0.0002081,              0.0002081,              0.0002081
                    184,                 2.2753,                 2.0355,                 2.4354,                0.46846,                0.72727,                0.65129,                0.31267,                 1.8219,                 2.5329,                 2.4957,              0.0001982,              0.0001982,              0.0001982
                    185,                 2.4092,                 2.2668,                  2.555,                0.46846,                0.72727,                0.65129,                0.31267,                 1.8219,                 2.5329,                 2.4957,              0.0001883,              0.0001883,              0.0001883
                    186,                 2.1723,                 2.3345,                 2.3116,                0.54723,                0.81818,                0.67779,                0.34125,                 1.8198,                 2.3972,                 2.4884,              0.0001784,              0.0001784,              0.0001784
                    187,                 2.5373,                 2.7336,                  2.566,                0.54723,                0.81818,                0.67779,                0.34125,                 1.8198,                 2.3972,                 2.4884,              0.0001685,              0.0001685,              0.0001685
                    188,                 2.1233,                 2.3186,                 2.5999,                0.54723,                0.81818,                0.67779,                0.34125,                 1.8198,                 2.3972,                 2.4884,              0.0001586,              0.0001586,              0.0001586
                    189,                 2.2695,                 2.1212,                 2.1701,                0.54723,                0.81818,                0.67779,                0.34125,                 1.8198,                 2.3972,                 2.4884,              0.0001487,              0.0001487,              0.0001487
                    190,                 2.2558,                 2.3392,                 2.3193,                0.63237,                0.63636,                0.71146,                0.36267,                 1.8355,                 2.2974,                  2.488,              0.0001388,              0.0001388,              0.0001388
                    191,                 2.4224,                 2.4446,                 2.8613,                0.63237,                0.63636,                0.71146,                0.36267,                 1.8355,                 2.2974,                  2.488,              0.0001289,              0.0001289,              0.0001289
                    192,                 2.3411,                 3.0294,                  2.932,                0.63237,                0.63636,                0.71146,                0.36267,                 1.8355,                 2.2974,                  2.488,               0.000119,               0.000119,               0.000119
                    193,                 2.6379,                 2.8817,                 3.3374,                0.63237,                0.63636,                0.71146,                0.36267,                 1.8355,                 2.2974,                  2.488,              0.0001091,              0.0001091,              0.0001091
                    194,                 1.9563,                 2.5398,                 2.3876,                0.62067,                0.72727,                0.75835,                0.38885,                 1.8223,                 2.2518,                 2.4725,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                 2.1879,                 2.5521,                 2.8038,                0.62067,                0.72727,                0.75835,                0.38885,                 1.8223,                 2.2518,                 2.4725,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                 2.3567,                 2.4732,                 2.7221,                0.62067,                0.72727,                0.75835,                0.38885,                 1.8223,                 2.2518,                 2.4725,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                 1.9155,                 2.9881,                 2.4473,                0.62067,                0.72727,                0.75835,                0.38885,                 1.8223,                 2.2518,                 2.4725,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                 2.0211,                 2.6534,                 2.3239,                0.66722,                0.72727,                0.78561,                0.39963,                 1.8301,                 2.2417,                 2.4711,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                 1.6221,                 2.5089,                 2.4917,                0.66722,                0.72727,                0.78561,                0.39963,                 1.8301,                 2.2417,                 2.4711,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                 1.9295,                 2.4891,                 2.4439,                0.66722,                0.72727,                0.78561,                0.39963,                 1.8301,                 2.2417,                 2.4711,               3.98e-05,               3.98e-05,               3.98e-05
